Image,Nom,Nom complet,Position,Pied fort,Taille,Poid,Date de naissance,Lieu de naissance,Club
https://fbref.com/req/202005121/images/headshots/4653c1ea_2018.jpg,Maksim Belyayev,Maksim Aleksandrovich Belyayev,DF (CB) ,Right,188cm,78kg,"    September 30, 1991    ","          in Ozyory, Russia      ",Arsenal Tula
https://fbref.com/req/202005121/images/headshots/47476a9e_2018.jpg,Yevhenii Belych,,FW,,180cm,65kg,"    January 9, 2001    ",          in Ukraine      ,FC Desna Chernihiv
Inconnue,Aboubacar Bemba Sangaré,Aboubacar Bemba Sangaré,MF,,,,"    September 29, 1999    ",,Chippa United
Inconnue,Taher Ben Aamer,Taher Abdulsalam Taher Ben Aamer,DF,,183cm,73kg,"    April 16, 2000    ",          in Libya      ,Al-Ahly SC
https://fbref.com/req/202005121/images/headshots/73cb037a_2018.jpg,Salim Ben Boina,,GK,,176cm,66kg,"    July 19, 1991    ","          in Marseille, France      ",US Marseille Endoume
Inconnue,Mohamed Ben Fredj,,FW ,Right,186cm,74kg,"    May 9, 2000    ",,Auxerre
https://fbref.com/req/202005121/images/headshots/8ca0559d_2018.jpg,Tal Ben Haim,,FW-MF (WM) ,Left,175cm,70kg,"    August 5, 1989    ","          in Petah Tikva, Israel      ",Maccabi Tel Aviv
Inconnue,Yassine Ben Hamed,Yassine Ben Hamed,DF,,,,"    March 24, 2003    ",,Antwerp
https://fbref.com/req/202005121/images/headshots/7b3c3cdf_2018.jpg,Farouk Ben Mustapha,,GK ,Right,192cm,85kg,"    July 1, 1989    ","          in Bizerte, Tunisia      ",Espérance de Tunis
Inconnue,Mortadha Ben Ouannes,,MF ,Left,182cm,,"    July 2, 1994    ","          in Sousse, Tunisia      ",Kasımpaşa
https://fbref.com/req/202005121/images/headshots/61d618fa_2018.jpg,Chaouki Ben Saada,,FW-MF (AM) ,Left,170cm,65kg,"    July 1, 1984    ","          in Bastia, France      ",Bastia
Inconnue,Bechir Ben Saïd,,GK,,,,"    November 29, 1992    ",,
Inconnue,Heni Ben Salah,,DF,,,,"    April 28, 2003    ",,MSV Duisburg
Inconnue,Samir Ben Sallam,,MF,,,,"    June 3, 2001    ",,Volendam
https://fbref.com/req/202005121/images/headshots/1f6298f2_2018.jpg,Salim Ben Seghir,,FW ,Right,174cm,57kg,"    February 24, 2003    ","          in Saint-Tropez, France      ",Marseille
Inconnue,Anis Ben Slimane,,MF,,,,"    March 16, 2001    ",,Brøndby
https://fbref.com/req/202005121/images/headshots/942b4f90_2018.jpg,Wissam Ben Yedder,,FW-MF (AM) ,52% Left,170cm,68kg,"    August 12, 1990    ","          in Huéscar, Spain      ",Monaco
https://fbref.com/req/202005121/images/headshots/ca6f10e6_2018.jpg,Fakhreddine Ben Youssef,,"FW-MF (WM, right) ",Both,192cm,86kg,"    June 21, 1991    ","          in Tunis, Tunisia      ",Pyramids FC
Inconnue,Marcello Bena,,DF,,,,"    February 2, 2004    ",,Preußen Münster
https://fbref.com/req/202005121/images/headshots/b5b64192_2018.jpg,Ben Benaiah,Ben David Benaiah,DF,,175cm,67kg,"    December 6, 1992    ","          in Monrovia, Liberia      ",Liberia Petroleum Refining Company Oilers
https://fbref.com/req/202005121/images/headshots/a128b07e_2018.jpg,Ahmad Benali,,FW-MF (CM) ,76% Right,173cm,66kg,"    February 7, 1992    ","          in Manchester, England, United Kingdom      ",Crotone
https://fbref.com/req/202005121/images/headshots/8309b068_2018.jpg,Yohan Benalouane,,DF (CB-FB) ,Left,187cm,85kg,"    March 28, 1987    ","          in Bagnols-sur-Cèze, France      ",Aris
Inconnue,Benaissa Benamar,,DF,,,,"    April 8, 1997    ",,Utrecht
https://fbref.com/req/202005121/images/headshots/eea7cfb1_2018.jpg,Karima Benameur,,GK,,176cm,71kg,"    April 13, 1989    ","          in Bédarieux, France      ",Manchester City
https://fbref.com/req/202005121/images/headshots/0000acda_2018.jpg,Marco Benassi,,"MF (CM, right) ",77% Right,184cm,80kg,"    September 8, 1994    ","          in Province of Modena, Italy      ",Fiorentina
https://fbref.com/req/202005121/images/headshots/cc39bd02_2018.jpg,Rico Benatelli,,MF (AM),,181cm,82kg,"    March 17, 1992    ","          in Herdecke, Germany      ",St. Pauli
https://fbref.com/req/202005121/images/headshots/3b15ef2d_2018.jpg,Medhi Benatia,Medhi Amine El Mouttaqi Benatia,DF (CB) ,92% Right,190cm,75kg,"    April 17, 1987    ","          in Courcouronnes, France      ",Fatih Karagümrük SK
https://fbref.com/req/202005121/images/headshots/62f31b78_2018.jpg,Houcine Benayada,,DF ,Right,180cm,85kg,"    August 8, 1992    ","          in Oran, Algeria      ",Étoile du Sahel
https://fbref.com/req/202005121/images/headshots/3c8cc99a_2018.jpg,Amine Benchaib,,MF,,181cm,73kg,"    June 18, 1998    ","          in Ghent, Belgium      ",Charleroi
https://fbref.com/req/202005121/images/headshots/90c99c5c_2018.jpg,Samy Benchama,Samy  Benchama,MF ,Right,183cm,67kg,"    June 25, 2000    ","          in Castres, France      ",Niort
https://fbref.com/req/202005121/images/headshots/187293b3_2018.jpg,Achraf Bencharki,,FW ,Right,176cm,76kg,"    September 24, 1994    ","          in Fes-Medina, Morocco      ",Zamalek
Inconnue,Antal Bencze,Antal  Bencze,GK ,Right,190cm,,"    February 3, 2002    ","          in Budapest, Hungary      ",Vitória Guimarães
Inconnue,Steven Benda,,GK ,Both,192cm,80kg,"    October 1, 1998    ","          in Stuttgart, Germany      ",Swansea City
https://fbref.com/req/202005121/images/headshots/0fdcd9ab_2018.jpg,Sofiane Bendebka,,DF-MF ,Right,181cm,72kg,"    August 9, 1992    ",,Al Fetah
Inconnue,Luca Bendel,,GK,,,,"    August 13, 2003    ",,Hallescher
https://fbref.com/req/202005121/images/headshots/3a14c471_2018.jpg,Johannes Bender,,MF,,174cm,,"    May 16, 1998    ",,TuS Rot-Weiß Koblenz
Inconnue,Marcel Bender,,GK,,,,"    May 11, 1996    ",,FC 08 Villingen
Inconnue,Tsotne Bendianishvili,Tsotne Bendianishvili,MF,,,,"    December 27, 2002    ","          in Georgia, Georgia      ",Kortrijk
Inconnue,Amedeo Benedetti,,"DF (FB, left)",,170cm,70kg,"    October 25, 1991    ","          in Rovereto, Italy      ",Cittadella
https://fbref.com/req/202005121/images/headshots/6cdb3f42_2018.jpg,Nicolás Benedetti,,MF (AM) ,Right,177cm,70kg,"    April 25, 1997    ","          in Cali, Colombia      ",América
https://fbref.com/req/202005121/images/headshots/1a064b7d_2018.jpg,Simone Benedetti,,DF (CB),,190cm,80kg,"    April 3, 1992    ","          in Turin, Italy      ",US Alessandria Calcio 1912
https://fbref.com/req/202005121/images/headshots/657ac92b_2018.jpg,Elia Benedettini,,GK,,188cm,74kg,"    June 22, 1995    ",          in San Marino      ,Cesena
https://fbref.com/req/202005121/images/headshots/dd60e079_2018.jpg,Simone Benedettini,,GK,,,,"    January 21, 1997    ","          in San Marino, San Marino      ",SS Murata
https://fbref.com/req/202005121/images/headshots/bef0a7ac_2018.jpg,Darío Benedetto,Darío Ismael Benedetto,FW-MF (WM) ,86% Right,178cm,75kg,"    May 17, 1990    ","          in Quilmes, Argentina      ",Elche
Inconnue,Kyle Benedictus,,DF,,180cm,76kg,"    December 7, 1991    ","          in Dundee, Scotland, United Kingdom      ",Raith Rovers
Inconnue,Adrian Benedyczak,,FW,,184cm,,"    November 24, 2000    ",,Parma
Inconnue,Leandro Benegas,Leandro Iván Benegas,FW,,179cm,86kg,"    November 27, 1988    ","          in Mendoza, Argentina      ",Curico
Inconnue,Ali Benelmir,Ali Benelmir,DF,,,,,,Freiburg
https://fbref.com/req/202005121/images/headshots/fe888e39_2018.jpg,László Bénes,,MF ,89% Left,181cm,72kg,"    September 9, 1997    ","          in Dunajská Streda, Slovakia      ",Mönchengladbach
https://fbref.com/req/202005121/images/headshots/5fade954_2018.jpg,Vít Beneš,,DF (CB) ,Right,185cm,83kg,"    August 12, 1988    ","          in Okres Ústí nad Labem, Czech Republic      ",Sigma Olomouc
https://fbref.com/req/202005121/images/headshots/6278e149_2018.jpg,Jessy Bénet,,MF,,186cm,75kg,"    June 24, 1995    ","          in Le Creusot, France      ",Amiens
Inconnue,Markas Beneta,,DF,,181cm,73kg,"    July 8, 1993    ",,FK Sūduva Marijampolė
https://fbref.com/req/202005121/images/headshots/f02235b3_2018.jpg,Alexandru Benga,Alexandru Constantin Benga,DF-MF (CB-DM),,189cm,83kg,"    June 15, 1989    ","          in Braşov, Romania      ",UTA Arad
https://fbref.com/req/202005121/images/headshots/379c0717_2018.jpg,Marcel Benger,,DF-MF,,188cm,73kg,"    July 2, 1998    ","          in Krefeld, Germany      ",Holstein Kiel
https://fbref.com/req/202005121/images/headshots/d1992a3b_2018.jpg,Pierre Bengtsson,Pierre Thomas Robin Bengtsson,"DF-MF (FB, left) ",85% Left,175cm,77kg,"    April 12, 1988    ","          in Kumla, Sweden      ",FC Copenhagen
https://fbref.com/req/202005121/images/headshots/32062974_2018.jpg,Ventsislav Bengyuzov,Ventsislav Bozhidarov Bengyuzov,MF,,177cm,,"    January 22, 1991    ","          in Lovech, Bulgaria      ",Pirin Blagoevgrad
Inconnue,Adam Benić,Adam Benić,MF,,,,"    April 28, 2000    ",,Sibenik
Inconnue,Mimeirhel Benita,Mimeirhel Benita,FW ,Right,,,"    November 17, 2003    ","          in Spijkenisse, Netherlands      ",Feyenoord
Inconnue,Cristopher Benítez,Cristopher Santiago  Benítez Islas,MF,,173cm,69kg,"    January 16, 2005    ","          in México, Estado de México, Mexico      ",Cruz Azul
https://fbref.com/req/202005121/images/headshots/8a2248b4_2018.jpg,Walter Benítez,Walter Daniel Benítez,GK ,87% Right,191cm,91kg,"    March 19, 1993    ","          in General San Martín, Argentina      ",Nice
Inconnue,Asier Benito,,FW ,Right,183cm,75kg,"    February 11, 1995    ","          in Amurrio, Spain      ",Asteras Tripoli
https://fbref.com/req/202005121/images/headshots/f5b6fb78_2018.jpg,Loris Benito,Loris Benito Souto,"DF (FB, left) ",82% Left,182cm,75kg,"    January 7, 1992    ","          in Aarau, Switzerland      ",
Inconnue,Pedro Benito,Pedro Alberto Benito Ponomar,FW,,182cm,70kg,"    March 27, 2000    ","          in Cadiz, Spain      ",Cádiz
https://fbref.com/req/202005121/images/headshots/6278237d_2018.jpg,Babati Benjamin,,FW,,175cm,64kg,"    November 29, 1995    ","          in Zalaegerszeg, Hungary      ",Zalaegerszeg
Inconnue,Junior Benjamin,,FW,,,,"    August 13, 1992    ",          in Antigua and Barbuda      ,
https://fbref.com/req/202005121/images/headshots/513402a5_2018.jpg,Kelsey Benjamin,Kelsey The First Benjamin,MF,,,,"    May 8, 1999    ",,Guyana Defence Force FC
Inconnue,Elias Benkara,Elias Benkara,DF,,,,"    April 29, 2007    ",,Dortmund
Inconnue,Tami Benkert,Tami Lucien Benkert,DF,,,,,,Energie Cottbus
https://fbref.com/req/202005121/images/headshots/305a3820_2018.jpg,Filip Benković,,DF ,80% Right,194cm,78kg,"    July 13, 1997    ","          in City of Zagreb, Croatia      ",Leicester City
Inconnue,Djamel Benlamri,Djameleddine Benlamri,DF (CB) ,Right,190cm,80kg,"    December 25, 1989    ","          in Algiers, Algeria      ",Qatar SC
Inconnue,Jay Benn,,DF,,,,"    August 22, 2001    ","          in Bradford, England, United Kingdom      ",FC Halifax Town
Inconnue,Jay Benn,,DF,,,,"    August 22, 2001    ","          in Bradford, England, United Kingdom      ",FC Halifax Town
https://fbref.com/req/202005121/images/headshots/02c9ea40_2018.jpg,Elliott Bennett,,"DF-MF (AM-FB-WM, right) ",Right,175cm,68kg,"    December 18, 1988    ","          in Telford, England, United Kingdom      ",Shrewsbury Town
Inconnue,Liam Bennett,Liam Bennett,DF,,,,(Date unknown),"          in England, United Kingdom      ",Cambridge United
Inconnue,Mason Bennett,Mason Kane Bennett,FW-MF (WM) ,Right,180cm,72kg,"    July 15, 1996    ","          in Shirebrook, England, United Kingdom      ",Millwall
Inconnue,Razeen Bennett,Razeen Bennett,MF,,,,(Date unknown),"          in South Africa, South Africa      ",Maritzburg United
https://fbref.com/req/202005121/images/headshots/50c7de8f_2018.jpg,Rhys Bennett,Rhys Gordon Bennett,DF (CB) ,Right,190cm,78kg,"    September 1, 1991    ","          in Ashton in Makerfield, England, United Kingdom      ",Gillingham
Inconnue,Rhys Bennett,Rhys Bennett,DF,,,,"    October 30, 2003    ","          in England, United Kingdom      ",Manchester United
Inconnue,Richie Bennett,,FW,,193cm,90kg,"    March 3, 1991    ","          in England, United Kingdom      ",Sutton United
https://fbref.com/req/202005121/images/headshots/0bad4516_2018.jpg,Ryan Bennett,,"DF (CB, right) ",89% Right,188cm,77kg,"    March 6, 1990    ","          in Grays, England, United Kingdom      ",Swansea City
https://fbref.com/req/202005121/images/headshots/911c7cec_2018.jpg,Scot Bennett,Scot Andrew Bennett,DF-MF (CM) ,Right,178cm,81kg,"    November 30, 1990    ","          in Newquay, England, United Kingdom      ",Newport County
Inconnue,Jewison Bennette,Jewison Bennette,FW,,,,"    June 15, 2004    ",,
https://fbref.com/req/202005121/images/headshots/f4c7c708_2018.jpg,Keanan Bennetts,,MF ,Left,183cm,73kg,"    March 9, 1999    ","          in England, United Kingdom      ",Mönchengladbach
Inconnue,Pablo Bennevendo Peña,,DF,,,,"    January 3, 2000    ","          in México, Estado de México, Mexico      ",UNAM
https://fbref.com/req/202005121/images/headshots/f7722d79_2018.jpg,Malvind Benning,Malvind Singh Benning,"DF-MF (FB, left) ",Left,178cm,77kg,"    November 2, 1993    ","          in West Bromwich, England, United Kingdom      ",Port Vale
Inconnue,Maxime Bennink,,DF,,,,"    June 21, 1997    ","          in Groenlo, Netherlands      ",Feyenoord Vrouwen
Inconnue,Alice Benoit,,MF,,,,"    March 27, 1996    ","          in Ermont, France      ",Sassuolo
https://fbref.com/req/202005121/images/headshots/5a04fd92_2018.jpg,Saïd Benrahma,,FW-MF ,85% Right,172cm,67kg,"    August 10, 1995    ","          in Ain Temouchent, Algeria      ",West Ham United
https://fbref.com/req/202005121/images/headshots/fbf76716_2018.jpg,Yassine Benrahou,,MF ,86% Left,170cm,68kg,"    January 24, 1999    ","          in Le Blanc-Mesnil, France      ",Nîmes
Inconnue,Anwar Bensabouh,,MF,,,,"    October 1, 1999    ",,Telstar
Inconnue,Pepe Bensch,Pepe Nick Bensch,DF,,,,"    November 18, 2005    ",,St. Pauli
https://fbref.com/req/202005121/images/headshots/fc93fdf1_2018.jpg,Charlison Benschop,,FW ,Right,191cm,90kg,"    August 21, 1989    ","          in Willemstad, Curaçao      ",Sandhausen
https://fbref.com/req/202005121/images/headshots/378825c7_2018.jpg,Ramy Bensebaini,,"DF-MF (CB-DM-FB, left) ",78% Left,188cm,75kg,"    April 16, 1995    ","          in Constantine, Algeria      ",Mönchengladbach
https://fbref.com/req/202005121/images/headshots/bf3aeb61_2018.jpg,Josh Benson,,MF ,Right,175cm,74kg,"    December 5, 1999    ","          in England, United Kingdom      ",Barnsley
https://fbref.com/req/202005121/images/headshots/3b8674e6_2018.jpg,Rodrigo Bentancur,,MF (CM-DM) ,81% Right,185cm,73kg,"    June 5, 1997    ","          in Colonia del Sacramento, Uruguay      ",Juventus
Inconnue,Joris Bente,Joris Mats Bente,DF,,,,,,Holstein Kiel
https://fbref.com/req/202005121/images/headshots/ab070c55_2018.jpg,Christian Benteke,Christian Benteke Liolo,FW ,91% Right,190cm,83kg,"    December 3, 1990    ","          in Kinshasa, Congo DR      ",Crystal Palace
Inconnue,Ole Bentlage,Ole Bentlage,DF,,,,"    July 5, 2005    ",,Hannover 96
https://fbref.com/req/202005121/images/headshots/68db6358_2018.jpg,Daniel Bentley,Daniel Ian Bentley,GK ,Right,188cm,77kg,"    July 13, 1993    ","          in Basildon, England, United Kingdom      ",Bristol City
Inconnue,Matthew Bentley,Matthew Bentley,MF,,185cm,81kg,"    May 23, 1998    ","          in London, England, United Kingdom      ",Dover Athletic
Inconnue,Inès Benyahia,Inès Benyahia,FW,,,,"    March 26, 2003    ","          in Sète, France      ",Lyon
https://fbref.com/req/202005121/images/headshots/00454f25_2018.jpg,Soufian Benyamina,,FW,,189cm,76kg,"    March 2, 1990    ","          in Land Berlin, Germany      ",FC Viktoria 1889 Berlin
https://fbref.com/req/202005121/images/headshots/6d16c6a6_2018.jpg,Benzema,,MF,,183cm,65kg,"    September 29, 2000    ","          in Malabo, Equatorial Guinea      ",Nantes
https://fbref.com/req/202005121/images/headshots/70d74ece_2018.jpg,Karim Benzema,Karim Mostafa Benzema,FW ,83% Right,183cm,79kg,"    December 19, 1987    ","          in Lyon, France      ",Real Madrid
https://fbref.com/req/202005121/images/headshots/6fbde63a_2018.jpg,Yassine Benzia,,FW-MF (AM) ,83% Right,179cm,76kg,"    September 8, 1994    ","          in Saint-Aubin-lès-Elbeuf, France      ",Dijon
Inconnue,Leo Bera,Leo Bera,DF,,,,"    February 2, 2005    ",,Hansa Rostock
https://fbref.com/req/202005121/images/headshots/25b166d0_2018.jpg,Saido Berahino,,FW-MF ,Right,179cm,82kg,"    August 4, 1993    ","          in Bujumbura, Burundi      ",Sheffield Wednesday
Inconnue,Michal Beran,,MF,,167cm,58kg,"    August 22, 2000    ",          in Czech Republic      ,FK Pardubice
https://fbref.com/req/202005121/images/headshots/ec1f737d_2018.jpg,Alessandro Berardi,,GK ,Right,185cm,81kg,"    January 16, 1991    ","          in Rome, Italy      ",Verona
https://fbref.com/req/202005121/images/headshots/53a0e358_2018.jpg,Domenico Berardi,,"FW-MF (AM, right) ",87% Left,183cm,72kg,"    August 1, 1994    ","          in Cariati, Italy      ",Sassuolo
Inconnue,Filippo Berardi,,MF,,174cm,65kg,"    May 18, 1997    ","          in San Marino, San Marino      ",Ancona
Inconnue,Martina Berarducci,Martina Berarducci,MF,,,,"    May 11, 2000    ",,SS Lazio CF
Inconnue,Théo Berdayes,Théo  Berdayes,FW,,,,"    May 23, 2002    ",,FC Sion
Inconnue,Martijn Berden,,FW,,,,"    July 29, 1997    ","          in The Hague, Netherlands      ",Go Ahead Eagles
https://fbref.com/req/202005121/images/headshots/dc1c2fce_2018.jpg,Álex Berenguer,,FW-MF (WM) ,86% Right,175cm,69kg,"    July 4, 1995    ","          in Pamplona, Spain      ",Athletic Club
Inconnue,Anthony Berenstein,,DF-FW-MF,,,,"    March 2, 1997    ","          in Amsterdam, Netherlands      ",Telstar
https://fbref.com/req/202005121/images/headshots/62828f6a_2018.jpg,Maike Berentzen,,MF,,170cm,,"    February 10, 1997    ",,Essen
https://fbref.com/req/202005121/images/headshots/62828f6a_2018.jpg,Maike Berentzen,,MF,,170cm,,"    February 10, 1997    ",,Essen
Inconnue,Giacomo Beretta,,FW,,183cm,74kg,"    March 14, 1992    ","          in Varese, Italy      ",Cittadella
Inconnue,Giacomo Beretta,,FW,,183cm,74kg,"    March 14, 1992    ","          in Varese, Italy      ",Cittadella
Inconnue,Lasse Berg Johnsen,,MF,,,,"    August 18, 1999    ",,Randers
https://fbref.com/req/202005121/images/headshots/b39bf63f_2018.jpg,Marcus Berg,,FW ,79% Right,184cm,85kg,"    August 17, 1986    ","          in Torsby Kommun, Sweden      ",Göteborg
Inconnue,Moritz Berg,,MF,,,,"    August 7, 2003    ",,Magdeburg
https://fbref.com/req/202005121/images/headshots/e4114f5d_2018.jpg,Patrick Berg,,DF-MF (CM) ,Right,180cm,77kg,"    November 24, 1997    ","          in Bodø, Norway      ",Bodø/Glimt
Inconnue,Elias Bergé,Elias Bergé,GK,,,,,,Carl Zeiss Jena
https://fbref.com/req/202005121/images/headshots/d0b6129f_2018.jpg,Sander Berge,,MF (CM-DM) ,90% Right,190cm,88kg,"    February 14, 1998    ","          in Bærum, Norway      ",Sheffield United
https://fbref.com/req/202005121/images/headshots/0b2c9aec_2018.jpg,Mitchell van Bergen,,FW ,Right,170cm,56kg,"    August 27, 1999    ","          in Gemeente Oss, Netherlands      ",Reims
